image_url;species_guess;scientific_name;common_name;iconic_taxon_name;taxon_order_name;taxon_family_name;taxon_genus_name;taxon_species_name
https://static.inaturalist.org/photos/97665/medium.jpg?1444519546;Wandering Spiders;Phoneutria;Brazilian Wandering Spiders;Arachnida;Araneae;Ctenidae;Phoneutria;
https://static.inaturalist.org/photos/153351/medium.JPG;Brazilian Wandering Spiders;Phoneutria boliviensis;;Arachnida;Araneae;Ctenidae;Phoneutria;Phoneutria boliviensis
https://static.inaturalist.org/photos/177467/medium.JPG;Phoneutria boliviensis;Phoneutria boliviensis;;Arachnida;Araneae;Ctenidae;Phoneutria;Phoneutria boliviensis
https://static.inaturalist.org/photos/260212/medium.jpeg?1361748946;Phoneutria boliviensis;Phoneutria boliviensis;;Arachnida;Araneae;Ctenidae;Phoneutria;Phoneutria boliviensis
https://static.inaturalist.org/photos/634704/medium.JPG?1389469402;Phoneutria nigriventer;Phoneutria nigriventer;;Arachnida;Araneae;Ctenidae;Phoneutria;Phoneutria nigriventer
https://static.inaturalist.org/photos/663543/medium.JPG?1391565454;Brazilian Wandering Spiders;Phoneutria;Brazilian Wandering Spiders;Arachnida;Araneae;Ctenidae;Phoneutria;
https://static.inaturalist.org/photos/663544/medium.JPG?1391565494;Brazilian Wandering Spiders;Phoneutria;Brazilian Wandering Spiders;Arachnida;Araneae;Ctenidae;Phoneutria;
https://static.inaturalist.org/photos/782548/medium.jpg?1397401346;Phoneutria boliviensis;Phoneutria boliviensis;;Arachnida;Araneae;Ctenidae;Phoneutria;Phoneutria boliviensis
https://static.inaturalist.org/photos/1036763/medium.png?1407457165;Brazilian Wandering Spiders;Phoneutria;Brazilian Wandering Spiders;Arachnida;Araneae;Ctenidae;Phoneutria;
https://static.inaturalist.org/photos/1154910/medium.JPG?1412265066;Phoneutria nigriventer;Phoneutria nigriventer;;Arachnida;Araneae;Ctenidae;Phoneutria;Phoneutria nigriventer
https://static.inaturalist.org/photos/1157585/medium.JPG?1412377428;Phoneutria nigriventer;Phoneutria nigriventer;;Arachnida;Araneae;Ctenidae;Phoneutria;Phoneutria nigriventer
https://static.inaturalist.org/photos/1455913/medium.jpg?1444689727;Wandering Spiders;Phoneutria;Brazilian Wandering Spiders;Arachnida;Araneae;Ctenidae;Phoneutria;
https://static.inaturalist.org/photos/1643068/medium.JPG?1426966640;Phoneutria fera;Phoneutria fera;;Arachnida;Araneae;Ctenidae;Phoneutria;Phoneutria fera
https://static.inaturalist.org/photos/1654532/medium.JPG?1427235908;Phoneutria boliviensis;Phoneutria boliviensis;;Arachnida;Araneae;Ctenidae;Phoneutria;Phoneutria boliviensis
https://static.inaturalist.org/photos/2183494/medium.jpg?1437873343;Wandering Spiders;Phoneutria;Brazilian Wandering Spiders;Arachnida;Araneae;Ctenidae;Phoneutria;
https://static.inaturalist.org/photos/2887856/medium.jpg?1452943448;Brazilian Wandering Spiders;Phoneutria;Brazilian Wandering Spiders;Arachnida;Araneae;Ctenidae;Phoneutria;
https://static.inaturalist.org/photos/3000468/medium.JPG?1455218507;Brazilian wandering spiders;Phoneutria;Brazilian Wandering Spiders;Arachnida;Araneae;Ctenidae;Phoneutria;
https://static.inaturalist.org/photos/4459827/medium.jpeg?1470514412;Wolf Spiders and Allies;Phoneutria;Brazilian Wandering Spiders;Arachnida;Araneae;Ctenidae;Phoneutria;
https://static.inaturalist.org/photos/4913977/medium.jpg?1474122971;Brazilian wandering spiders;Phoneutria;Brazilian Wandering Spiders;Arachnida;Araneae;Ctenidae;Phoneutria;
https://static.inaturalist.org/photos/6366158/medium.jpeg?1487900037;Brazilian Wandering Spiders;Phoneutria;Brazilian Wandering Spiders;Arachnida;Araneae;Ctenidae;Phoneutria;
https://static.inaturalist.org/photos/7446941/medium.jpeg?1493169721;Phoneutria nigriventer;Phoneutria nigriventer;;Arachnida;Araneae;Ctenidae;Phoneutria;Phoneutria nigriventer
https://static.inaturalist.org/photos/9366985/medium.jpg?1501270864;Aranhas-armadeiras;Phoneutria;Brazilian Wandering Spiders;Arachnida;Araneae;Ctenidae;Phoneutria;
https://static.inaturalist.org/photos/9914695/medium.jpg?1503336824;Brazilian Wandering Spiders;Phoneutria;Brazilian Wandering Spiders;Arachnida;Araneae;Ctenidae;Phoneutria;
https://static.inaturalist.org/photos/10971687/medium.jpg?1507230146;Phoneutria fera;Phoneutria fera;;Arachnida;Araneae;Ctenidae;Phoneutria;Phoneutria fera
https://static.inaturalist.org/photos/11023811/medium.jpg?1507424904;Aranhas-armadeiras;Phoneutria;Brazilian Wandering Spiders;Arachnida;Araneae;Ctenidae;Phoneutria;
https://static.inaturalist.org/photos/11818714/medium.jpg?1510632613;Phoneutria boliviensis;Phoneutria boliviensis;;Arachnida;Araneae;Ctenidae;Phoneutria;Phoneutria boliviensis
https://static.inaturalist.org/photos/11824535/medium.jpg?1510677968;Phoneutria boliviensis;Phoneutria boliviensis;;Arachnida;Araneae;Ctenidae;Phoneutria;Phoneutria boliviensis
https://static.inaturalist.org/photos/12015804/medium.jpeg?1511566234;Phoneutria nigriventer;Phoneutria nigriventer;;Arachnida;Araneae;Ctenidae;Phoneutria;Phoneutria nigriventer
https://static.inaturalist.org/photos/12482108/medium.jpg?1513852981;Aranhas-armadeiras;Phoneutria;Brazilian Wandering Spiders;Arachnida;Araneae;Ctenidae;Phoneutria;
https://static.inaturalist.org/photos/12482109/medium.jpg?1513852986;Aranhas-armadeiras;Phoneutria;Brazilian Wandering Spiders;Arachnida;Araneae;Ctenidae;Phoneutria;
https://static.inaturalist.org/photos/12482110/medium.jpg?1513852991;Aranhas-armadeiras;Phoneutria;Brazilian Wandering Spiders;Arachnida;Araneae;Ctenidae;Phoneutria;
https://static.inaturalist.org/photos/12482115/medium.jpg?1513853012;Aranhas-armadeiras;Phoneutria;Brazilian Wandering Spiders;Arachnida;Araneae;Ctenidae;Phoneutria;
https://static.inaturalist.org/photos/12482117/medium.jpg?1513853025;Aranhas-armadeiras;Phoneutria;Brazilian Wandering Spiders;Arachnida;Araneae;Ctenidae;Phoneutria;
https://static.inaturalist.org/photos/12494513/medium.jpg?1513946420;Aranhas-armadeiras;Phoneutria;Brazilian Wandering Spiders;Arachnida;Araneae;Ctenidae;Phoneutria;
https://static.inaturalist.org/photos/12874134/medium.jpg?1515885947;Brazilian Wandering Spiders;Phoneutria;Brazilian Wandering Spiders;Arachnida;Araneae;Ctenidae;Phoneutria;
https://static.inaturalist.org/photos/14299164/medium.jpeg?1521506428;Phoneutria boliviensis;Phoneutria boliviensis;;Arachnida;Araneae;Ctenidae;Phoneutria;Phoneutria boliviensis
https://static.inaturalist.org/photos/17379221/medium.jpeg?1525397479;Aranhas-armadeiras;Phoneutria;Brazilian Wandering Spiders;Arachnida;Araneae;Ctenidae;Phoneutria;
https://static.inaturalist.org/photos/19596673/medium.jpeg?1528820899;Phoneutria boliviensis;Phoneutria boliviensis;;Arachnida;Araneae;Ctenidae;Phoneutria;Phoneutria boliviensis
https://static.inaturalist.org/photos/19622225/medium.jpeg?1528851621;Aranhas-armadeiras;Phoneutria;Brazilian Wandering Spiders;Arachnida;Araneae;Ctenidae;Phoneutria;
https://static.inaturalist.org/photos/21341667/medium.jpg?1531600099;Brazilian Wandering Spiders;Phoneutria;Brazilian Wandering Spiders;Arachnida;Araneae;Ctenidae;Phoneutria;
https://static.inaturalist.org/photos/21484740/medium.jpg?1531803559;Phoneutria;Phoneutria;Brazilian Wandering Spiders;Arachnida;Araneae;Ctenidae;Phoneutria;
https://static.inaturalist.org/photos/22795983/medium.jpg?1533754680;Phoneutria boliviensis;Phoneutria boliviensis;;Arachnida;Araneae;Ctenidae;Phoneutria;Phoneutria boliviensis
https://static.inaturalist.org/photos/22966495/medium.jpeg?1534031743;Phoneutria boliviensis;Phoneutria boliviensis;;Arachnida;Araneae;Ctenidae;Phoneutria;Phoneutria boliviensis
https://static.inaturalist.org/photos/25574940/medium.jpg?1537942076;Phoneutria boliviensis;Phoneutria boliviensis;;Arachnida;Araneae;Ctenidae;Phoneutria;Phoneutria boliviensis
https://static.inaturalist.org/photos/28883684/medium.jpg?1544059320;Brazilian Wandering Spiders;Phoneutria;Brazilian Wandering Spiders;Arachnida;Araneae;Ctenidae;Phoneutria;
https://static.inaturalist.org/photos/29285384/medium.jpg?1545145978;Phoneutria eickstedtae;Phoneutria eickstedtae;;Arachnida;Araneae;Ctenidae;Phoneutria;Phoneutria eickstedtae
https://static.inaturalist.org/photos/30372786/medium.jpeg?1547842219;Aranhas-armadeiras;Phoneutria;Brazilian Wandering Spiders;Arachnida;Araneae;Ctenidae;Phoneutria;
